city,ventana,n,MAE,media_real,MAE_relativo_%
sj,V1,47,13.35744680851064,15.829787234042554,84.4
sj,V2,47,22.14936170212766,30.74468085106383,72.0
sj,V3,47,10.139999999999999,13.53191489361702,74.9
sj,V4,47,27.106170212765957,38.638297872340424,70.2
iq,V1,26,15.356538461538461,17.03846153846154,90.1
iq,V2,26,7.151923076923077,9.653846153846153,74.1
iq,V3,26,2.878076923076923,2.8076923076923075,102.5
iq,V4,26,6.036923076923076,8.576923076923077,70.4
